"","log_prior","log_likelihood","log_posterior","time_shift","beta_0","beta_1","wane","log_delta","sigma_2"
"16",-13.3884201794068,-41400.2640550462,-41413.6524752256,0.809950318567618,0.630955818410033,0.779893800784697,0.144094877133111,-7.66091722232249,2.37648675364262
"17",-13.3884201794068,-41400.2640550462,-41413.6524752256,0.809950318567618,0.630955818410033,0.779893800784697,0.144094877133111,-7.66091722232249,2.37648675364262
"18",-13.3884201794068,-41400.2640550462,-41413.6524752256,0.809950318567618,0.630955818410033,0.779893800784697,0.144094877133111,-7.66091722232249,2.37648675364262
"19",-13.3884201794068,-41400.2640550462,-41413.6524752256,0.809950318567618,0.630955818410033,0.779893800784697,0.144094877133111,-7.66091722232249,2.37648675364262
"20",-13.3884201794068,-41400.2640550462,-41413.6524752256,0.809950318567618,0.630955818410033,0.779893800784697,0.144094877133111,-7.66091722232249,2.37648675364262
"21",-13.3884201794068,-41400.2640550462,-41413.6524752256,0.809950318567618,0.630955818410033,0.779893800784697,0.144094877133111,-7.66091722232249,2.37648675364262
"22",-13.3884201794068,-41400.2640550462,-41413.6524752256,0.809950318567618,0.630955818410033,0.779893800784697,0.144094877133111,-7.66091722232249,2.37648675364262
"23",-12.9673869939895,-41266.773521037,-41279.740908031,0.322066045054757,0.0627749645706264,0.645417458705673,0.509016660727253,-7.40741443503014,5.33280769146821
"24",-12.9673869939895,-41266.773521037,-41279.740908031,0.322066045054757,0.0627749645706264,0.645417458705673,0.509016660727253,-7.40741443503014,5.33280769146821
"25",-12.9673869939895,-41266.773521037,-41279.740908031,0.322066045054757,0.0627749645706264,0.645417458705673,0.509016660727253,-7.40741443503014,5.33280769146821
"26",-12.9673869939895,-41266.773521037,-41279.740908031,0.322066045054757,0.0627749645706264,0.645417458705673,0.509016660727253,-7.40741443503014,5.33280769146821
"27",-12.9673869939895,-41266.773521037,-41279.740908031,0.322066045054757,0.0627749645706264,0.645417458705673,0.509016660727253,-7.40741443503014,5.33280769146821
"28",-12.9673869939895,-41266.773521037,-41279.740908031,0.322066045054757,0.0627749645706264,0.645417458705673,0.509016660727253,-7.40741443503014,5.33280769146821
"29",-12.9673869939895,-41266.773521037,-41279.740908031,0.322066045054757,0.0627749645706264,0.645417458705673,0.509016660727253,-7.40741443503014,5.33280769146821
"30",-12.9673869939895,-41266.773521037,-41279.740908031,0.322066045054757,0.0627749645706264,0.645417458705673,0.509016660727253,-7.40741443503014,5.33280769146821
"31",-12.9673869939895,-41266.773521037,-41279.740908031,0.322066045054757,0.0627749645706264,0.645417458705673,0.509016660727253,-7.40741443503014,5.33280769146821
"32",-12.9673869939895,-41266.773521037,-41279.740908031,0.322066045054757,0.0627749645706264,0.645417458705673,0.509016660727253,-7.40741443503014,5.33280769146821
"33",-12.9673869939895,-41266.773521037,-41279.740908031,0.322066045054757,0.0627749645706264,0.645417458705673,0.509016660727253,-7.40741443503014,5.33280769146821
"34",-12.9673869939895,-41266.773521037,-41279.740908031,0.322066045054757,0.0627749645706264,0.645417458705673,0.509016660727253,-7.40741443503014,5.33280769146821
"35",-12.9673869939895,-41266.773521037,-41279.740908031,0.322066045054757,0.0627749645706264,0.645417458705673,0.509016660727253,-7.40741443503014,5.33280769146821
"36",-12.9673869939895,-41266.773521037,-41279.740908031,0.322066045054757,0.0627749645706264,0.645417458705673,0.509016660727253,-7.40741443503014,5.33280769146821
"37",-12.9673869939895,-41266.773521037,-41279.740908031,0.322066045054757,0.0627749645706264,0.645417458705673,0.509016660727253,-7.40741443503014,5.33280769146821
"38",-12.9673869939895,-41266.773521037,-41279.740908031,0.322066045054757,0.0627749645706264,0.645417458705673,0.509016660727253,-7.40741443503014,5.33280769146821
